PERIODO_DIAGNOSTICO,ESTABLECIMIENTO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,FECHA_CORTE,DIAGNOSTICOS_CIE,CATEGORIA_DIAGNOSTICO,TOTAL_PACIENTES,GRUPOS_POR_EDAD,SEXO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,PREDOMINIO DE ACTOS COMPULSIVOS [RITUALES OBSESIVOS],TRASTORNO OBSESIVO-COMPULSIVO,1,DE 35 A 39 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO",TRASTORNO OBSESIVO-COMPULSIVO,1,DE 35 A 39 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO",TRASTORNO OBSESIVO-COMPULSIVO,3,DE 50 A 54 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,REACCIÓN AL ESTRÉS AGUDO,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,1,DE 30 A 34 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE ESTRÉS POSTRAUMÁTICO,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,1,DE 35 A 39 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE ESTRÉS POSTRAUMÁTICO,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,1,DE 45 A 49 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE ESTRÉS POSTRAUMÁTICO,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,2,DE 15 A 19 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE ESTRÉS POSTRAUMÁTICO,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,1,DE 5 A 9 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE ESTRÉS POSTRAUMÁTICO,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,1,DE 15 A 19 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNOS DE ADAPTACIÓN,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,1,DE 25 A 29 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNOS DE ADAPTACIÓN,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,1,DE 20 A 24 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNOS DE ADAPTACIÓN,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,2,DE 50 A 54 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNOS DE ADAPTACIÓN,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,1,DE 65 AÑOS A MÁS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNOS DE ADAPTACIÓN,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,1,DE 45 A 49 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNOS DE ADAPTACIÓN,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,1,DE 50 A 54 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNOS DE ADAPTACIÓN,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,1,DE 55 A 59 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNOS DE ADAPTACIÓN,REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,1,DE 40 A 44 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"REACCIÓN AL ESTRÉS GRAVE, NO ESPECIFICADA",REACCIÓN AL ESTRÉS GRAVE Y TRASTORNOS DE ADAPTACIÓN,2,DE 40 A 44 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNOS DISOCIATIVOS MIXTOS [Y DE CONVERSIÓN],TRASTORNOS DISOCIATIVOS [DE CONVERSIÓN],1,DE 40 A 44 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNOS DISOCIATIVOS MIXTOS [Y DE CONVERSIÓN],TRASTORNOS DISOCIATIVOS [DE CONVERSIÓN],1,DE 15 A 19 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"TRASTORNO DISOCIATIVO [DE CONVERSIÓN], NO ESPECIFICADO",TRASTORNOS DISOCIATIVOS [DE CONVERSIÓN],1,DE 15 A 19 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE SOMATIZACIÓN,TRASTORNOS SOMATOMORFOS,1,DE 30 A 34 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE SOMATIZACIÓN,TRASTORNOS SOMATOMORFOS,1,DE 45 A 49 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE SOMATIZACIÓN,TRASTORNOS SOMATOMORFOS,1,DE 60 A 64 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE SOMATIZACIÓN,TRASTORNOS SOMATOMORFOS,1,DE 55 A 59 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE SOMATIZACIÓN,TRASTORNOS SOMATOMORFOS,1,DE 40 A 44 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE SOMATIZACIÓN,TRASTORNOS SOMATOMORFOS,1,DE 30 A 34 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE SOMATIZACIÓN,TRASTORNOS SOMATOMORFOS,1,DE 50 A 54 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE SOMATIZACIÓN,TRASTORNOS SOMATOMORFOS,2,DE 65 AÑOS A MÁS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE SOMATIZACIÓN,TRASTORNOS SOMATOMORFOS,1,DE 60 A 64 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO,TRASTORNOS SOMATOMORFOS,1,DE 65 AÑOS A MÁS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO,TRASTORNOS SOMATOMORFOS,1,DE 60 A 64 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"TRASTORNO SOMATOMORFO, NO ESPECIFICADO",TRASTORNOS SOMATOMORFOS,1,DE 60 A 64 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"TRASTORNO SOMATOMORFO, NO ESPECIFICADO",TRASTORNOS SOMATOMORFOS,1,DE 40 A 44 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,SÍNDROME DE DESPERSONALIZACIÓN Y DESVINCULACIÓN DE LA REALIDAD,OTROS TRASTORNOS NEURÓTICOS,1,DE 65 AÑOS A MÁS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,OTROS TRASTORNOS DE LA INGESTIÓN DE ALIMENTOS,TRASTORNOS DE LA INGESTIÓN DE ALIMENTOS,1,DE 5 A 9 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,OTROS TRASTORNOS DE LA INGESTIÓN DE ALIMENTOS,TRASTORNOS DE LA INGESTIÓN DE ALIMENTOS,1,DE 65 AÑOS A MÁS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"TRASTORNO DE LA INGESTIÓN DE ALIMENTOS, NO ESPECIFICADO",TRASTORNOS DE LA INGESTIÓN DE ALIMENTOS,1,DE 20 A 24 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"TRASTORNO DE LA INGESTIÓN DE ALIMENTOS, NO ESPECIFICADO",TRASTORNOS DE LA INGESTIÓN DE ALIMENTOS,1,DE 5 A 9 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"TRASTORNO DE LA INGESTIÓN DE ALIMENTOS, NO ESPECIFICADO",TRASTORNOS DE LA INGESTIÓN DE ALIMENTOS,1,DE 30 A 34 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,INSOMNIO NO ORGÁNICO,TRASTORNOS NO ORGÁNICOS DEL SUEÑO ,1,DE 55 A 59 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,INSOMNIO NO ORGÁNICO,TRASTORNOS NO ORGÁNICOS DEL SUEÑO ,10,DE 65 AÑOS A MÁS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,INSOMNIO NO ORGÁNICO,TRASTORNOS NO ORGÁNICOS DEL SUEÑO ,7,DE 65 AÑOS A MÁS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"TRASTORNO NO ORGÁNICO DEL SUEÑO, NO ESPECIFICADO",TRASTORNOS NO ORGÁNICOS DEL SUEÑO ,1,DE 60 A 64 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"TRASTORNO NO ORGÁNICO DEL SUEÑO, NO ESPECIFICADO",TRASTORNOS NO ORGÁNICOS DEL SUEÑO ,1,DE 65 AÑOS A MÁS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"DISFUNCIÓN SEXUAL NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGÁNICOS, NO ESPECIFICADA",DISFUNCIÓN SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGÁNICOS,1,DE 60 A 64 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"DISFUNCIÓN SEXUAL NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGÁNICOS, NO ESPECIFICADA",DISFUNCIÓN SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGÁNICOS,1,DE 50 A 54 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"SÍNDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLÓGICAS Y FACTORES FÍSICOS, NO ESPECIFICADOS","SÍNDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLÓGICAS Y FACTORES FÍSICOS, NO ESPECIFICADOS",1,DE 60 A 64 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO PARANOIDE DE LA PERSONALIDAD,TRASTORNOS ESPECÍFICOS DE LA PERSONALIDAD,1,DE 65 AÑOS A MÁS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE,TRASTORNOS ESPECÍFICOS DE LA PERSONALIDAD,1,DE 45 A 49 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE,TRASTORNOS ESPECÍFICOS DE LA PERSONALIDAD,1,DE 30 A 34 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE,TRASTORNOS ESPECÍFICOS DE LA PERSONALIDAD,1,DE 20 A 24 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE,TRASTORNOS ESPECÍFICOS DE LA PERSONALIDAD,3,DE 20 A 24 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE,TRASTORNOS ESPECÍFICOS DE LA PERSONALIDAD,2,DE 15 A 19 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE,TRASTORNOS ESPECÍFICOS DE LA PERSONALIDAD,2,DE 25 A 29 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO ",TRASTORNOS ESPECÍFICOS DE LA PERSONALIDAD,1,DE 25 A 29 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO ",TRASTORNOS ESPECÍFICOS DE LA PERSONALIDAD,1,DE 10 A 14 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO ",TRASTORNOS ESPECÍFICOS DE LA PERSONALIDAD,1,DE 20 A 24 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,JUEGO PATOLÓGICO,TRASTORNOS DE LOS HÁBITOS Y DE LOS IMPULSOS,1,DE 65 AÑOS A MÁS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRICOTILOMANÍA,TRASTORNOS DE LOS HÁBITOS Y DE LOS IMPULSOS,1,DE 15 A 19 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL LEVE, CON DETERIORO DEL COMPORTAMIENTO NULO O MÍNIMO",RETRASO MENTAL LEVE,1,DE 5 A 9 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL LEVE, CON DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCIÓN O TRATAMIENTO",RETRASO MENTAL LEVE,1,DE 15 A 19 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL LEVE, CON DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCIÓN O TRATAMIENTO",RETRASO MENTAL LEVE,1,DE 10 A 14 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL LEVE, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",RETRASO MENTAL LEVE,1,DE 10 A 14 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL LEVE, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",RETRASO MENTAL LEVE,2,DE 15 A 19 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL LEVE, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",RETRASO MENTAL LEVE,1,DE 20 A 24 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL LEVE, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",RETRASO MENTAL LEVE,1,DE 25 A 29 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL LEVE, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",RETRASO MENTAL LEVE,1,DE 35 A 39 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL LEVE, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",RETRASO MENTAL LEVE,1,DE 55 A 59 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL LEVE, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",RETRASO MENTAL LEVE,1,DE 10 A 14 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL MODERADO, CON DETERIORO DEL COMPORTAMIENTO NULO O MÍNIMO",RETRASO MENTAL MODERADO,1,DE 30 A 34 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL MODERADO, CON DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCIÓN O TRATAMIENTO",RETRASO MENTAL MODERADO,1,DE 25 A 29 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL MODERADO, CON DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCIÓN O TRATAMIENTO",RETRASO MENTAL MODERADO,2,DE 10 A 14 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL MODERADO, CON DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCIÓN O TRATAMIENTO",RETRASO MENTAL MODERADO,2,DE 15 A 19 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL MODERADO, CON DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCIÓN O TRATAMIENTO",RETRASO MENTAL MODERADO,1,DE 65 AÑOS A MÁS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL MODERADO, CON DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCIÓN O TRATAMIENTO",RETRASO MENTAL MODERADO,1,DE 35 A 39 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL MODERADO, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",RETRASO MENTAL MODERADO,1,DE 30 A 34 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL MODERADO, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",RETRASO MENTAL MODERADO,1,DE 50 A 54 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL MODERADO, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",RETRASO MENTAL MODERADO,1,DE 15 A 19 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL MODERADO, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",RETRASO MENTAL MODERADO,1,DE 40 A 44 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL GRAVE, CON DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCIÓN O TRATAMIENTO",RETRASO MENTAL GRAVE,1,DE 35 A 39 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL GRAVE, CON DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCIÓN O TRATAMIENTO",RETRASO MENTAL GRAVE,1,DE 25 A 29 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL GRAVE, CON DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCIÓN O TRATAMIENTO",RETRASO MENTAL GRAVE,1,DE 50 A 54 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL GRAVE, CON DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCIÓN O TRATAMIENTO",RETRASO MENTAL GRAVE,1,DE 15 A 19 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL GRAVE, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",RETRASO MENTAL GRAVE,1,DE 10 A 14 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL GRAVE, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",RETRASO MENTAL GRAVE,1,DE 20 A 24 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL PROFUNDO, CON DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCIÓN O TRATAMIENTO",RETRASO MENTAL PROFUNDO,1,DE 35 A 39 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL, NO ESPECIFICADO, CON DETERIORO DEL COMPORTAMIENTO NULO O MÍNIMO","RETRASO MENTAL, NO ESPECIFICADO",1,DE 35 A 39 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL, NO ESPECIFICADO, CON DETERIORO DEL COMPORTAMIENTO NULO O MÍNIMO","RETRASO MENTAL, NO ESPECIFICADO",1,DE 15 A 19 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL, NO ESPECIFICADO, CON DETERIORO DEL COMPORTAMIENTO NULO O MÍNIMO","RETRASO MENTAL, NO ESPECIFICADO",1,DE 25 A 29 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL NO ESPECIFICADO, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO","RETRASO MENTAL, NO ESPECIFICADO",1,DE 5 A 9 AÑOS,FEMENINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,"RETRASO MENTAL NO ESPECIFICADO, CON DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO","RETRASO MENTAL, NO ESPECIFICADO",1,DE 15 A 19 AÑOS,MASCULINO
202301,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,150101,20230615,TRASTORNO ESPECÍFICO DE LA PRONUNCIACIÓN,TRASTORNOS ESPECÍFICOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE,1,DE 15 A 19 AÑOS,MASCULINO
